1st,2nd,3rd,4th,Prize,1 / Probability
11,6,7,8,"$83,441.00",125289.73
11,6,7,9,"$104,301.00",156612.17
11,6,7,10,"$139,068.00",208816.22
11,6,7,12,"$208,602.00",313224.33
11,6,8,1,"$22,892.00",34373.71
11,6,8,2,"$30,523.00",45831.61
11,6,8,3,"$38,154.00",57289.52
11,6,8,4,"$53,415.00",80205.33
11,6,8,5,"$68,677.00",103121.49
11,6,8,7,"$83,938.00",126036.65
11,6,8,9,"$114,461.00",171868.55
11,6,8,10,"$152,615.00",229158.07
11,6,8,12,"$228,923.00",343737.11
11,6,9,1,"$28,988.00",43527.47
11,6,9,2,"$38,651.00",58036.62
11,6,9,3,"$48,314.00",72545.78
11,6,9,4,"$67,640.00",101564.09
11,6,9,5,"$86,965.00",130582.40
11,6,9,7,"$106,291.00",159601.63
11,6,9,8,"$115,954.00",174109.86
11,6,9,10,"$193,256.00",290183.11
11,6,9,12,"$289,884.00",435274.66
11,6,10,1,"$39,149.00",58783.42
11,6,10,2,"$52,198.00",78377.89
11,6,10,3,"$65,248.00",97972.94
11,6,10,4,"$91,347.00",137161.04
11,6,10,5,"$117,446.00",176351.29
11,6,10,7,"$143,545.00",215540.47
11,6,10,8,"$156,595.00",235133.67
11,6,10,9,"$195,744.00",293918.82
11,6,10,12,"$391,487.00",587820.36
11,6,12,1,"$59,469.00",89296.08
11,6,12,2,"$79,292.00",119061.79
11,6,12,3,"$99,116.00",148827.24
11,6,12,4,"$138,762.00",208355.04
11,6,12,5,"$178,408.00",267888.24
11,6,12,7,"$218,054.00",327417.98
11,6,12,8,"$237,877.00",357181.13
11,6,12,9,"$297,347.00",446488.37
11,6,12,10,"$396,462.00",595308.97
11,7,1,2,"$6,857.00",10296.53
11,7,1,3,"$8,572.00",12870.66
11,7,1,4,"$12,000.00",18018.93
11,7,1,5,"$15,429.00",23167.19
11,7,1,6,"$17,143.00",25741.35
11,7,1,8,"$20,572.00",30889.56
11,7,1,10,"$34,286.00",51482.70
11,7,1,12,"$51,430.00",77224.25
11,7,2,1,"$7,408.00",11123.72
11,7,2,3,"$12,347.00",18539.53
11,7,2,4,"$17,286.00",25955.35
11,7,2,5,"$22,225.00",33371.15
11,7,2,6,"$24,694.00",37079.06
11,7,2,8,"$29,633.00",44494.87
11,7,2,9,"$37,041.00",55618.59
11,7,2,10,"$49,388.00",74158.12
11,7,2,12,"$74,082.00",111237.18
11,7,3,1,"$9,673.00",14525.05
11,7,3,2,"$12,898.00",19366.71
11,7,3,4,"$22,571.00",33891.76
11,7,3,5,"$29,020.00",43575.07
11,7,3,6,"$32,245.00",48416.77
11,7,3,8,"$38,694.00",58100.01
11,7,3,9,"$48,367.00",72625.33
11,7,3,10,"$64,489.00",96833.54
11,7,3,12,"$96,734.00",145249.61
11,7,4,1,"$14,204.00",21327.69
11,7,4,2,"$18,938.00",28436.88
11,7,4,3,"$23,673.00",35546.08
11,7,4,5,"$42,612.00",63983.21
11,7,4,6,"$47,346.00",71092.41
11,7,4,8,"$56,815.00",85310.40
11,7,4,9,"$71,019.00",106638.23
11,7,4,10,"$94,692.00",142184.81
11,7,4,12,"$142,038.00",213278.73
11,7,5,1,"$18,734.00",28130.34
11,7,5,2,"$24,979.00",37507.13
11,7,5,3,"$31,224.00",46883.86
11,7,5,4,"$43,713.00",65637.47
11,7,5,6,"$62,448.00",93768.17
11,7,5,8,"$74,937.00",112521.38
11,7,5,9,"$93,671.00",140650.93
11,7,5,10,"$124,895.00",187536.34
11,7,5,12,"$187,343.00",281301.87
11,7,6,1,"$20,999.00",31531.62
11,7,6,2,"$27,999.00",42042.24
11,7,6,3,"$34,999.00",52552.75
11,7,6,4,"$48,999.00",73573.77
11,7,6,5,"$62,998.00",94594.85
11,7,6,8,"$83,998.00",126127.26
11,7,6,9,"$104,997.00",157659.08
11,7,6,10,"$139,997.00",210212.10
11,7,6,12,"$209,995.00",315318.16
11,7,8,1,"$25,530.00",38334.30
11,7,8,2,"$34,040.00",51112.46
11,7,8,3,"$42,550.00",63890.42
11,7,8,4,"$59,570.00",89447.04
11,7,8,5,"$76,590.00",115003.34
11,7,8,6,"$85,100.00",127780.83
11,7,8,9,"$127,650.00",191670.02
11,7,8,12,"$255,299.00",383347.39
11,7,9,1,"$32,326.00",48538.27
11,7,9,2,"$43,101.00",64717.80
11,7,9,3,"$53,876.00",80896.99
11,7,9,4,"$75,426.00",113255.41
11,7,9,5,"$96,977.00",145615.52
11,7,9,6,"$107,752.00",161793.97
11,7,9,8,"$129,302.00",194152.14
11,7,9,10,"$215,504.00",323593.18
11,7,9,12,"$323,256.00",485389.77
11,7,10,1,"$43,652.00",65544.97
11,7,10,2,"$58,202.00",87393.49
11,7,10,3,"$72,753.00",109241.86
11,7,10,4,"$101,854.00",152937.94
11,7,10,5,"$130,955.00",196633.63
11,7,10,6,"$145,505.00",218483.72
11,7,10,8,"$174,607.00",262178.18
11,7,10,9,"$218,258.00",327729.16
11,7,10,12,"$436,516.00",655436.85
11,7,12,1,"$66,304.00",99557.96
11,7,12,2,"$88,405.00",132743.95
11,7,12,3,"$110,506.00",165931.04
11,7,12,4,"$154,709.00",232304.23
11,7,12,5,"$198,911.00",298676.86
11,7,12,6,"$221,013.00",331862.08
11,7,12,8,"$265,215.00",398231.85
11,7,12,9,"$331,519.00",497784.86
11,7,12,10,"$442,025.00",663702.13
11,8,1,2,"$7,577.00",11377.15
11,8,1,3,"$9,471.00",14221.43
11,8,1,4,"$13,260.00",19910.01
11,8,1,5,"$17,048.00",25598.56
11,8,1,6,"$18,942.00",28442.87
11,8,1,7,"$20,837.00",31287.15
11,8,1,9,"$28,414.00",42664.30
11,8,1,10,"$37,885.00",56885.73
11,8,1,12,"$56,827.00",85328.60
11,8,2,1,"$8,181.00",12284.53
11,8,2,3,"$13,635.00",20474.22
11,8,2,4,"$19,090.00",28663.89
11,8,2,5,"$24,544.00",36853.59
11,8,2,6,"$27,271.00",40948.36
11,8,2,7,"$29,998.00",45043.22
11,8,2,9,"$40,906.00",61422.80
11,8,2,10,"$54,542.00",81896.73
11,8,2,12,"$81,813.00",122845.60
11,8,3,1,"$10,680.00",16036.18
11,8,3,2,"$14,240.00",21381.59
11,8,3,4,"$24,920.00",37417.73
11,8,3,5,"$32,039.00",48108.61
11,8,3,6,"$35,599.00",53453.93
11,8,3,7,"$39,159.00",58799.32
11,8,3,9,"$53,399.00",80180.89
11,8,3,10,"$71,199.00",106908.42
11,8,4,1,"$15,677.00",23539.49
11,8,4,2,"$20,903.00",31386.04
11,8,4,3,"$26,128.00",39232.46
11,8,4,5,"$47,031.00",70618.48
11,8,4,6,"$52,256.00",78465.22
11,8,4,7,"$57,482.00",86311.81
11,8,4,9,"$78,384.00",117696.91
11,8,4,10,"$104,512.00",156929.21
11,8,4,12,"$156,769.00",235393.81
11,8,5,1,"$20,674.00",31042.89
11,8,5,2,"$27,565.00",41390.39
11,8,5,3,"$34,457.00",51738.14
11,8,5,4,"$48,239.00",72433.33
11,8,5,6,"$68,913.00",103475.75
11,8,5,7,"$75,804.00",113823.91
11,8,5,9,"$103,370.00",155214.43
11,8,5,10,"$137,826.00",206953.64
11,8,5,12,"$206,739.00",310424.04
11,8,6,1,"$23,172.00",34794.47
11,8,6,2,"$30,897.00",46392.73
11,8,6,3,"$38,621.00",57990.85
11,8,6,4,"$54,069.00",81187.28
11,8,6,5,"$69,517.00",104383.04
11,8,6,7,"$84,966.00",127580.31
11,8,6,9,"$115,862.00",173973.56
11,8,6,10,"$154,483.00",231964.74
11,8,6,12,"$231,725.00",347947.11
11,8,7,1,"$25,671.00",38546.19
11,8,7,2,"$34,228.00",51394.86
11,8,7,3,"$42,785.00",64243.82
11,8,7,4,"$59,899.00",89941.00
11,8,7,5,"$77,013.00",115639.02
11,8,7,6,"$85,570.00",128486.81
11,8,7,9,"$128,355.00",192730.22
11,8,7,10,"$171,140.00",256976.92
11,8,7,12,"$256,710.00",385460.43
11,8,9,1,"$35,665.00",53552.69
11,8,9,2,"$47,554.00",71403.58
11,8,9,3,"$59,442.00",89254.63
11,8,9,4,"$83,219.00",124956.27
11,8,9,5,"$106,996.00",160658.06
11,8,9,6,"$118,884.00",178510.86
11,8,9,7,"$130,772.00",196359.49
11,8,9,10,"$237,768.00",357015.35
11,8,9,12,"$356,652.00",535532.59
11,8,10,1,"$48,158.00",72311.29
11,8,10,2,"$64,210.00",96415.28
11,8,10,3,"$80,263.00",120518.23
11,8,10,4,"$112,368.00",168725.11
11,8,10,5,"$144,474.00",216933.86
11,8,10,6,"$160,526.00",241039.36
11,8,10,7,"$176,579.00",265139.46
11,8,10,9,"$240,789.00",361559.04
11,8,10,12,"$481,579.00",723118.09
11,8,12,2,"$97,524.00",146436.47
11,8,12,3,"$121,905.00",183046.26
11,8,12,4,"$170,668.00",256265.70
11,8,12,5,"$219,430.00",329478.44
11,8,12,6,"$243,811.00",366099.21
11,8,12,7,"$268,192.00",402706.19
11,8,12,9,"$365,716.00",549148.82
11,8,12,10,"$487,621.00",732171.62
11,9,1,2,"$9,739.00",14623.00
11,9,1,3,"$12,173.00",18278.76
11,9,1,4,"$17,043.00",25590.24
11,9,1,5,"$21,912.00",32901.77
11,9,1,6,"$24,347.00",36557.46
11,9,1,7,"$26,781.00",40213.29
11,9,1,8,"$29,216.00",43869.08
11,9,1,10,"$48,693.00",73114.91
11,9,1,12,"$73,040.00",109671.97
11,9,2,1,"$10,503.00",15770.93
11,9,2,3,"$17,505.00",26284.87
11,9,2,4,"$24,507.00",36798.80
11,9,2,5,"$31,509.00",47312.87
11,9,2,6,"$35,011.00",52569.88
11,9,2,7,"$38,512.00",57826.87
11,9,2,8,"$42,013.00",63083.92
11,9,2,10,"$70,021.00",105139.20
11,9,2,12,"$105,031.00",157708.81
11,9,3,1,"$13,702.00",20574.65
11,9,3,2,"$18,270.00",27432.81
11,9,3,4,"$31,972.00",48007.45
11,9,3,5,"$41,107.00",61723.82
11,9,3,6,"$45,674.00",68581.93
11,9,3,7,"$50,242.00",75440.38
11,9,3,8,"$54,809.00",82298.43
11,9,3,10,"$91,349.00",137164.80
11,9,3,12,"$137,023.00",205744.38
11,9,4,1,"$20,101.00",30182.03
11,9,4,2,"$26,801.00",40242.74
11,9,4,3,"$33,501.00",50303.33
11,9,4,5,"$60,302.00",90546.08
11,9,4,6,"$67,002.00",100606.66
11,9,4,7,"$73,702.00",110667.21
11,9,4,8,"$80,403.00",120727.75
11,9,4,10,"$134,004.00",201215.34
11,9,4,12,"$201,006.00",301823.01
11,9,5,1,"$26,499.00",39789.43
11,9,5,2,"$35,332.00",53052.37
11,9,5,3,"$44,165.00",66315.64
11,9,5,4,"$61,831.00",92841.89
11,9,5,6,"$88,330.00",132631.27
11,9,5,7,"$97,163.00",145893.82
11,9,5,8,"$105,996.00",159157.10
11,9,5,10,"$176,660.00",265259.03
11,9,5,12,"$264,990.00",397899.09
11,9,6,1,"$29,698.00",44593.09
11,9,6,3,"$49,497.00",74321.81
11,9,6,4,"$69,296.00",104050.69
11,9,6,5,"$89,094.00",133779.26
11,9,6,7,"$108,893.00",163508.23
11,9,6,8,"$118,793.00",178370.76
11,9,6,10,"$197,988.00",297282.83
11,9,6,12,"$296,981.00",445930.88
11,9,7,1,"$32,897.00",49396.86
11,9,7,2,"$43,863.00",65862.27
11,9,7,3,"$54,829.00",82328.24
11,9,7,4,"$76,760.00",115259.16
11,9,7,5,"$98,692.00",148189.86
11,9,7,6,"$109,658.00",164655.13
11,9,7,8,"$131,589.00",197585.51
11,9,7,10,"$219,315.00",329315.68
11,9,7,12,"$328,973.00",493973.52
11,9,8,1,"$36,096.00",54200.54
11,9,8,2,"$48,129.00",72267.39
11,9,8,3,"$60,161.00",90334.24
11,9,8,4,"$84,225.00",126467.02
11,9,8,5,"$108,289.00",162601.63
11,9,8,6,"$120,322.00",180668.47
11,9,8,7,"$132,354.00",198736.04
11,9,8,10,"$240,643.00",361336.95
11,9,8,12,"$360,965.00",542005.42
11,9,10,1,"$61,690.00",92630.33
11,9,10,2,"$82,253.00",123507.11
11,9,10,3,"$102,816.00",154382.93
11,9,10,4,"$143,943.00",216136.77
11,9,10,5,"$185,069.00",277893.57
11,9,10,6,"$205,633.00",308765.86
11,9,10,7,"$226,196.00",339639.30
11,9,10,8,"$246,759.00",370521.32
11,9,10,12,"$616,898.00",926268.99
11,9,12,1,"$93,681.00",140666.76
11,9,12,2,"$124,909.00",187557.44
11,9,12,3,"$156,136.00",234444.60
11,9,12,4,"$218,590.00",328223.98
11,9,12,5,"$281,044.00",421994.35
11,9,12,6,"$312,271.00",468889.20
11,9,12,7,"$343,499.00",515782.96
11,9,12,8,"$374,726.00",562682.87
11,9,12,10,"$624,543.00",937822.38
11,10,1,2,"$13,346.00",20040.08
11,10,1,3,"$16,683.00",25050.10
11,10,1,4,"$23,356.00",35070.12
11,10,1,5,"$30,029.00",45090.14
11,10,1,6,"$33,366.00",50100.20
11,10,1,7,"$36,702.00",55110.08
11,10,1,8,"$40,039.00",60120.36
11,10,1,9,"$50,049.00",75150.11
11,10,1,12,"$100,097.00",150301.35
11,10,2,1,"$14,378.00",21588.95
11,10,2,3,"$23,963.00",35981.58
11,10,2,5,"$43,133.00",64766.84
11,10,2,6,"$47,926.00",71963.15
11,10,2,7,"$52,719.00",79159.64
11,10,2,8,"$57,511.00",86355.79
11,10,2,9,"$71,889.00",107944.73
11,10,2,12,"$143,778.00",215889.46
11,10,3,1,"$18,746.00",28147.84
11,10,3,2,"$24,995.00",37530.49
11,10,3,4,"$43,740.00",65678.43
11,10,3,5,"$56,238.00",84443.77
11,10,3,6,"$62,486.00",93826.23
11,10,3,7,"$68,735.00",103208.76
11,10,3,8,"$74,984.00",112591.06
11,10,3,9,"$93,730.00",140740.01
11,10,3,12,"$187,459.00",281476.06
11,10,4,1,"$27,482.00",41265.53
11,10,4,2,"$36,643.00",55020.94
11,10,4,3,"$45,804.00",68775.79
11,10,4,5,"$82,446.00",123796.08
11,10,4,6,"$91,607.00",137551.58
11,10,4,7,"$100,768.00",151306.53
11,10,4,8,"$109,928.00",165062.81
11,10,4,9,"$137,411.00",206325.95
11,10,4,12,"$274,821.00",412660.42
11,10,5,1,"$36,218.00",54383.29
11,10,5,2,"$48,291.00",72511.06
11,10,5,3,"$60,364.00",90638.82
11,10,5,4,"$84,509.00",126893.89
11,10,5,6,"$120,728.00",181277.64
11,10,5,7,"$132,800.00",199405.77
11,10,5,8,"$144,873.00",217533.17
11,10,5,9,"$181,092.00",271916.47
11,10,5,12,"$362,183.00",543832.93
11,10,6,1,"$40,586.00",60942.17
11,10,6,2,"$54,115.00",81256.55
11,10,6,3,"$67,644.00",101570.28
11,10,6,4,"$94,702.00",142198.96
11,10,6,5,"$121,759.00",182825.38
11,10,6,7,"$148,817.00",223453.70
11,10,6,8,"$162,346.00",243771.63
11,10,6,9,"$202,932.00",304710.83
11,10,6,12,"$405,864.00",609421.66
11,10,7,1,"$44,955.00",67500.98
11,10,7,2,"$59,939.00",90001.71
11,10,7,3,"$74,924.00",112502.39
11,10,7,4,"$104,894.00",157502.64
11,10,7,5,"$134,864.00",202502.94
11,10,7,6,"$149,848.00",225002.25
11,10,7,8,"$179,818.00",270007.56
11,10,7,9,"$224,772.00",337507.17
11,10,7,12,"$449,545.00",674991.56
11,10,8,1,"$49,323.00",74059.81
11,10,8,2,"$65,763.00",98746.90
11,10,8,3,"$82,204.00",123433.93
11,10,8,5,"$147,968.00",222177.79
11,10,8,6,"$164,409.00",246864.82
11,10,8,7,"$180,850.00",271554.65
11,10,8,9,"$246,613.00",370301.80
11,10,8,12,"$493,226.00",740576.17
11,10,9,1,"$62,427.00",93736.53
11,10,9,2,"$83,236.00",124982.81
11,10,9,3,"$104,045.00",156228.03
11,10,9,4,"$145,663.00",218717.88
11,10,9,5,"$187,281.00",281206.94
11,10,9,6,"$208,090.00",312451.18
11,10,9,7,"$228,899.00",343701.67
11,10,9,8,"$249,708.00",374953.13
11,10,9,12,"$624,269.00",937382.83
11,10,12,1,"$127,948.00",192119.27
11,10,12,2,"$170,598.00",256160.66
11,10,12,3,"$213,247.00",320204.93
11,10,12,4,"$298,546.00",448289.77
11,10,12,5,"$383,845.00",576368.88
11,10,12,6,"$426,494.00",640409.86
11,10,12,7,"$469,144.00",704423.78
11,10,12,8,"$511,793.00",768462.31
11,10,12,9,"$639,742.00",960614.79
11,12,1,2,"$20,569.00",30885.17
11,12,1,3,"$25,711.00",38606.46
11,12,1,4,"$35,996.00",54049.09
11,12,1,5,"$46,280.00",69491.74
11,12,1,6,"$51,422.00",77212.92
11,12,1,7,"$56,565.00",84934.35
11,12,1,8,"$61,707.00",92655.22
11,12,1,9,"$77,134.00",115819.83
11,12,1,10,"$102,845.00",154425.84
11,12,2,1,"$22,135.00",33235.95
11,12,2,3,"$36,891.00",55393.07
11,12,2,4,"$51,647.00",77550.64
11,12,2,5,"$66,404.00",99707.86
11,12,2,6,"$73,782.00",110786.14
11,12,2,7,"$81,160.00",121865.02
11,12,2,8,"$88,538.00",132943.37
11,12,2,9,"$110,673.00",166179.21
11,12,2,10,"$147,563.00",221572.28
11,12,3,1,"$28,842.00",43308.04
11,12,3,2,"$38,456.00",57744.06
11,12,3,4,"$67,299.00",101051.95
11,12,3,5,"$86,527.00",129924.12
11,12,3,6,"$96,141.00",144360.55
11,12,3,7,"$105,755.00",158795.69
11,12,3,8,"$115,369.00",173232.17
11,12,3,9,"$144,211.00",216539.27
11,12,3,10,"$192,282.00",288716.94
11,12,4,1,"$42,258.00",63452.18
11,12,4,2,"$56,344.00",84602.37
11,12,4,3,"$70,430.00",105752.96
11,12,4,5,"$126,774.00",190356.54
11,12,4,7,"$154,945.00",232655.53
11,12,4,8,"$169,031.00",253807.11
11,12,4,9,"$211,289.00",317258.88
11,12,4,10,"$281,719.00",423011.84
11,12,5,1,"$55,673.00",83595.96
11,12,5,2,"$74,231.00",111461.60
11,12,5,3,"$92,789.00",139326.22
11,12,5,4,"$129,905.00",195057.25
11,12,5,6,"$185,578.00",278652.44
11,12,5,7,"$204,136.00",306522.81
11,12,5,8,"$222,694.00",334381.06
11,12,5,9,"$278,367.00",417972.83
11,12,5,10,"$371,156.00",557320.40
11,12,6,1,"$62,381.00",93668.04
11,12,6,2,"$83,175.00",124890.72
11,12,6,3,"$103,969.00",156113.40
11,12,6,4,"$145,556.00",218560.13
11,12,6,5,"$187,144.00",281001.49
11,12,6,7,"$228,731.00",343453.77
11,12,6,8,"$249,525.00",374672.16
11,12,6,9,"$311,906.00",468340.20
11,12,6,10,"$415,875.00",624453.60
11,12,7,1,"$69,089.00",103739.82
11,12,7,2,"$92,119.00",138320.24
11,12,7,3,"$115,148.00",172899.70
11,12,7,4,"$161,208.00",242060.42
11,12,7,5,"$207,267.00",311216.23
11,12,7,6,"$230,297.00",345805.38
11,12,7,8,"$276,356.00",414954.98
11,12,7,9,"$345,445.00",518699.10
11,12,7,10,"$460,593.00",691610.76
11,12,8,1,"$75,797.00",113812.26
11,12,8,2,"$101,062.00",151749.67
11,12,8,3,"$126,328.00",189688.53
11,12,8,4,"$176,859.00",265561.93
11,12,8,5,"$227,390.00",341436.77
11,12,8,6,"$252,656.00",379377.06
11,12,8,7,"$277,922.00",417310.02
11,12,8,9,"$378,984.00",569054.80
11,12,8,10,"$505,312.00",758725.34
11,12,9,1,"$95,920.00",144027.88
11,12,9,2,"$127,894.00",192038.10
11,12,9,3,"$159,867.00",240049.93
11,12,9,4,"$223,814.00",336066.68
11,12,9,5,"$287,760.00",432077.43
11,12,9,6,"$319,734.00",480099.86
11,12,9,7,"$351,707.00",528094.63
11,12,9,8,"$383,681.00",576103.24
11,12,9,10,"$639,468.00",960153.62
11,12,10,1,"$129,459.00",194389.91
11,12,10,2,"$172,612.00",259181.50
11,12,10,3,"$215,765.00",323981.08
11,12,10,4,"$302,071.00",453576.45
11,12,10,5,"$388,377.00",583158.39
11,12,10,7,"$474,683.00",712758.37
11,12,10,8,"$517,836.00",777544.51
11,12,10,9,"$647,295.00",971911.75
12,1,2,3,"$2,654.00",3985.02
12,1,2,4,"$3,716.00",5579.03
12,1,2,5,"$4,777.00",7173.05
12,1,2,6,"$5,308.00",7970.05
12,1,2,7,"$5,839.00",8767.05
12,1,2,8,"$6,369.00",9564.06
12,1,2,9,"$7,962.00",11955.07
12,1,2,10,"$10,616.00",15940.09
12,1,2,11,"$13,270.00",19925.12
12,1,3,2,"$2,804.00",4210.20
12,1,3,4,"$4,907.00",7367.85
12,1,3,5,"$6,309.00",9472.94
12,1,3,6,"$7,010.00",10525.50
12,1,3,7,"$7,711.00",11578.05
12,1,3,8,"$8,412.00",12630.60
12,1,3,9,"$10,515.00",15788.24
12,1,3,10,"$14,020.00",21050.99
12,1,3,11,"$17,524.00",26313.71
12,1,4,2,"$4,165.00",6254.56
12,1,4,3,"$5,207.00",7818.19
12,1,4,5,"$9,372.00",14072.75
12,1,4,6,"$10,414.00",15636.39
12,1,4,7,"$11,455.00",17200.04
12,1,4,8,"$12,496.00",18763.66
12,1,4,9,"$15,620.00",23454.58
12,1,4,10,"$20,827.00",31272.77
12,1,4,11,"$26,034.00",39091.05
12,1,5,2,"$5,527.00",8298.91
12,1,5,3,"$6,909.00",10373.64
12,1,5,4,"$9,672.00",14523.10
12,1,5,6,"$13,817.00",20747.28
12,1,5,7,"$15,199.00",22822.04
12,1,5,8,"$16,581.00",24896.74
12,1,5,9,"$20,726.00",31120.95
12,1,5,10,"$27,635.00",41494.64
12,1,5,11,"$34,543.00",51868.30
12,1,6,2,"$6,208.00",9321.09
12,1,6,3,"$7,760.00",11651.37
12,1,6,4,"$10,863.00",16311.91
12,1,6,5,"$13,967.00",20972.45
12,1,6,7,"$17,071.00",25633.01
12,1,6,8,"$18,623.00",27963.27
12,1,6,9,"$23,279.00",34954.16
12,1,6,10,"$31,038.00",46605.49
12,1,6,11,"$38,798.00",58256.73
12,1,7,2,"$6,888.00",10343.27
12,1,7,3,"$8,611.00",12929.08
12,1,7,4,"$12,055.00",18100.73
12,1,7,5,"$15,499.00",23272.38
12,1,7,6,"$17,221.00",25858.17
12,1,7,8,"$20,665.00",31029.79
12,1,7,10,"$34,442.00",51716.47
12,1,7,11,"$43,053.00",64645.42
12,1,8,2,"$7,569.00",11365.44
12,1,8,3,"$9,461.00",14206.81
12,1,8,4,"$13,246.00",19889.53
12,1,8,5,"$17,031.00",25572.24
12,1,8,6,"$18,923.00",28413.61
12,1,8,7,"$20,815.00",31254.98
12,1,8,9,"$28,384.00",42620.48
12,1,8,10,"$37,846.00",56827.22
12,1,8,11,"$47,307.00",71033.83
12,1,9,2,"$9,611.00",14431.99
12,1,9,3,"$12,014.00",18039.99
12,1,9,4,"$16,820.00",25255.97
12,1,9,5,"$21,626.00",32471.96
12,1,9,6,"$24,029.00",36079.98
12,1,9,7,"$26,431.00",39687.89
12,1,9,8,"$28,834.00",43296.04
12,1,9,10,"$48,057.00",72159.96
12,1,9,11,"$60,071.00",90199.79
12,1,10,2,"$13,015.00",19542.89
12,1,10,3,"$16,269.00",24428.61
12,1,10,4,"$22,777.00",34200.08
12,1,10,5,"$29,284.00",43971.51
12,1,10,6,"$32,538.00",48857.23
12,1,10,7,"$35,792.00",53742.93
12,1,10,8,"$39,046.00",58628.68
12,1,10,9,"$48,807.00",73285.84
12,1,10,11,"$81,345.00",122143.37
12,1,11,2,"$16,419.00",24653.80
12,1,11,3,"$20,524.00",30817.21
12,1,11,4,"$28,733.00",43144.17
12,1,11,5,"$36,943.00",55471.12
12,1,11,6,"$41,047.00",61634.42
12,1,11,7,"$45,152.00",67797.99
12,1,11,8,"$49,257.00",73961.21
12,1,11,9,"$61,571.00",92451.35
12,1,11,10,"$82,095.00",123269.60
12,2,1,3,"$2,849.00",4277.64
12,2,1,4,"$3,988.00",5988.70
12,2,1,5,"$5,128.00",7699.76
12,2,1,6,"$5,698.00",8555.29
12,2,1,7,"$6,267.00",9410.82
12,2,1,8,"$6,837.00",10266.34
12,2,1,9,"$8,546.00",12832.93
12,2,1,10,"$11,395.00",17110.57
12,2,1,11,"$14,244.00",21388.22
12,2,3,1,"$3,278.00",4922.20
12,2,3,4,"$7,649.00",11485.13
12,2,3,5,"$9,834.00",14766.60
12,2,3,6,"$10,927.00",16407.32
12,2,3,7,"$12,020.00",18048.07
12,2,3,8,"$13,112.00",19688.80
12,2,3,9,"$16,390.00",24610.96
12,2,3,11,"$27,317.00",41018.24
12,2,4,1,"$4,847.00",7277.81
12,2,4,3,"$8,078.00",12129.68
12,2,4,5,"$14,541.00",21833.44
12,2,4,6,"$16,156.00",24259.36
12,2,4,7,"$17,772.00",26685.31
12,2,4,8,"$19,388.00",29111.23
12,2,4,9,"$24,234.00",36389.04
12,2,4,10,"$32,313.00",48518.72
12,2,4,11,"$40,391.00",60648.33
12,2,5,1,"$6,416.00",9633.42
12,2,5,3,"$10,693.00",16055.69
12,2,5,4,"$14,970.00",22477.97
12,2,5,6,"$21,386.00",32111.39
12,2,5,7,"$23,524.00",35322.58
12,2,5,8,"$25,663.00",38533.72
12,2,5,9,"$32,078.00",48167.00
12,2,5,10,"$42,771.00",64222.78
12,2,5,11,"$53,464.00",80278.73
12,2,6,1,"$7,200.00",10811.23
12,2,6,3,"$12,000.00",18018.70
12,2,6,4,"$16,800.00",25226.22
12,2,6,5,"$21,600.00",32433.73
12,2,6,7,"$26,400.00",39641.17
12,2,6,8,"$28,800.00",43244.93
12,2,6,9,"$36,000.00",54056.10
12,2,6,10,"$48,001.00",72074.67
12,2,6,11,"$60,001.00",90093.34
12,2,7,1,"$7,984.00",11989.04
12,2,7,3,"$13,307.00",19981.74
12,2,7,4,"$18,630.00",27974.45
12,2,7,5,"$23,953.00",35967.08
12,2,7,6,"$26,615.00",39963.39
12,2,7,8,"$31,938.00",47956.11
12,2,7,9,"$39,922.00",59945.21
12,2,7,10,"$53,230.00",79927.11
12,2,7,11,"$66,537.00",99909.08
12,2,8,1,"$8,769.00",13166.83
12,2,8,3,"$14,615.00",21944.74
12,2,8,4,"$20,461.00",30722.63
12,2,8,5,"$26,307.00",39500.55
12,2,8,6,"$29,230.00",43889.49
12,2,8,7,"$32,153.00",48278.39
12,2,8,9,"$43,844.00",65834.08
12,2,8,10,"$58,459.00",87778.59
12,2,8,11,"$73,074.00",109723.72
12,2,9,1,"$11,122.00",16700.26
12,2,9,3,"$18,537.00",27833.75
12,2,9,4,"$25,951.00",38967.21
12,2,9,5,"$33,366.00",50100.70
12,2,9,6,"$37,074.00",55667.51
12,2,9,7,"$40,781.00",61234.36
12,2,9,8,"$44,488.00",66801.16
12,2,9,10,"$74,147.00",111335.02
12,2,10,1,"$15,044.00",22589.27
12,2,10,3,"$25,073.00",37648.76
12,2,10,4,"$35,103.00",52708.42
12,2,10,5,"$45,132.00",67767.67
12,2,10,6,"$50,147.00",75297.80
12,2,10,7,"$55,161.00",82827.40
12,2,10,8,"$60,176.00",90357.09
12,2,10,9,"$75,220.00",112945.85
12,2,10,11,"$125,367.00",188242.38
12,2,11,1,"$18,966.00",28478.35
12,2,11,3,"$31,610.00",47463.77
12,2,11,4,"$44,254.00",66449.60
12,2,11,5,"$56,898.00",85435.04
12,2,11,6,"$63,220.00",94928.00
12,2,11,7,"$69,542.00",104420.10
12,2,11,8,"$75,864.00",113913.38
12,2,11,9,"$94,830.00",142391.32
12,2,11,10,"$126,440.00",189854.19
12,3,1,2,"$3,133.00",4704.84
12,3,1,4,"$5,483.00",8233.48
12,3,1,5,"$7,050.00",10585.90
12,3,1,6,"$7,833.00",11762.10
12,3,1,7,"$8,617.00",12938.32
12,3,1,8,"$9,400.00",14114.53
12,3,1,9,"$11,750.00",17643.16
